,matchday,date,home_team,final_result,away_team,home_goals,away_goals,winner
7894,8,1989-09-09,1. FC Köln,4-2,Werder Bremen,4,2,0
7895,8,1989-09-09,VfB Stuttgart,1-0,KFC Uerdingen,1,0,0
7896,9,1989-09-15,Bor. Mönchengladbach,0-0,FC 08 Homburg,0,0,1
7897,9,1989-09-15,Bayer 04 Leverkusen,2-0,Eintracht Frankfurt,2,0,0
7898,9,1989-09-16,1. FC Kaiserslautern,1-2,VfB Stuttgart,1,2,2
7899,9,1989-09-16,Werder Bremen,0-1,SV Waldhof Mannheim,0,1,2
7900,9,1989-09-16,Bayern München,5-1,VfL Bochum,5,1,0
7901,9,1989-09-16,1. FC Nürnberg,2-0,Karlsruher SC,2,0,0
7902,9,1989-09-16,FC St. Pauli,0-0,Hamburger SV,0,0,1
7903,9,1989-09-16,Fortuna Düsseldorf,2-1,KFC Uerdingen,2,1,0
7904,9,1989-09-16,Borussia Dortmund,0-0,1. FC Köln,0,0,1
7905,10,1989-09-19,Eintracht Frankfurt,4-1,FC St. Pauli,4,1,0
7906,10,1989-09-19,FC 08 Homburg,1-0,Fortuna Düsseldorf,1,0,0
7907,10,1989-09-19,KFC Uerdingen,3-2,1. FC Kaiserslautern,3,2,0
7908,10,1989-09-19,Karlsruher SC,0-1,Bor. Mönchengladbach,0,1,2
7909,10,1989-09-20,VfL Bochum,0-2,Bayer 04 Leverkusen,0,2,2
7910,10,1989-09-20,SV Waldhof Mannheim,2-1,Borussia Dortmund,2,1,0
7911,10,1989-09-20,1. FC Köln,2-1,1. FC Nürnberg,2,1,0
7912,10,1989-09-20,Hamburger SV,4-0,Werder Bremen,4,0,0
7913,10,1989-09-20,VfB Stuttgart,2-1,Bayern München,2,1,0
7914,11,1989-09-29,FC St. Pauli,2-0,VfL Bochum,2,0,0
